Sygnatura czasowa,Pseudonim,Tytuł atrakcji,Typ atrakcji,Czas trwania atrakcji (w godzinach),Opis atrakcji dla uczestników,Opis atrakcji dla organizatora (jeśli czujesz potrzebę dokładniejszego opisu przebiegu),Czy atrakcja zawiera treści dla dorosłych?,"Dyspozycyjność (preferowane godziny trwania atrakcji)

Zaznaczasz wszystkie, które Ci pasują.",Czy potrzebujesz laptopa?,Czy potrzebujesz głośników?,Czy potrzebujesz noclegu?,Miejsce na wszelkie inne uwagi,Doświadczenie/referencje,Priorytet atrakcji (Tier 1–3),Szacowana frekwencja,Wymagane tagi sali,Wymagane wyposażenie,Auto-planowanie,Klauzula RODO:
2026-07-07 19:22:13,Constantin.Johnston28,turbulent przewodnik po isekai tropes,Prelekcja,90 min,"turbulent przewodnik po isekai tropes is a nostalgic prelekcja for participants who want a relaxed convention break. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for turbulent przewodnik po isekai tropes: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Product Data Developer with 6 years of community experience and 5 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-03 18:20:05,Terrell_Walker,Turniej: makijaż postaci,Turniej,1,"Turniej: makijaż postaci is a energetic turniej for cosplayers looking for practical ideas. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: makijaż postaci: keep a short microphone test before start; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Dynamic Marketing Producer with 11 years of community experience and 9 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-16 01:16:05,Gregory Swift,Wprowadzenie do japońskie gry RPG,Warsztaty,2,"Wprowadzenie do japońskie gry RPG is a lightly competitive warsztaty for players who enjoy chaotic quizzes. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Wprowadzenie do japońskie gry RPG: keep a short microphone test before start; mark this as low risk for content moderation.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Direct Implementation Architect with 10 years of community experience and 21 previous fan-event sessions.,3,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-25 08:05:32,Idol Club,Bracket battle: manga shoujo,Turniej,1,"Bracket battle: manga shoujo is a deep-dive turniej for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: manga shoujo: prepare a visible queue line; keep a volunteer nearby for queue control.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Human Program Coordinator with 11 years of community experience and 23 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-22 08:21:28,Price Draws,VTuber fandom — viridis autem crux alter,Prelekcja,90 min,"VTuber fandom — viridis autem crux alter is a lightly competitive prelekcja for players who enjoy chaotic quizzes. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for VTuber fandom — viridis autem crux alter: check projector input before doors open; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Chief Assurance Planner with 2 years of community experience and 4 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-15 21:52:54,Harold Draws,Bracket battle: Studio Ghibli,Turniej,90 min,"Bracket battle: Studio Ghibli is a energetic turniej for people curious about Japanese pop culture. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: Studio Ghibli: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Chief Directives Orchestrator with 10 years of community experience and 23 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-13 05:20:27,Simone_Pacocha22,Wydarzenie specjalne: japońskie gry RPG,Wydarzenie,1,"Wydarzenie specjalne: japońskie gry RPG is a deep-dive wydarzenie for fans of seasonal anime. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Wydarzenie specjalne: japońskie gry RPG: check projector input before doors open; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Principal Optimization Producer with 6 years of community experience and 2 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-13 15:46:47,Garry Draws,Quiz 2024: Genshin lore,Konkurs,2,"Quiz 2024: Genshin lore is a lightly competitive konkurs for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Quiz 2024: Genshin lore: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Lead Functionality Agent with 4 years of community experience and 20 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-12 07:09:12,Pixel Circle,Spontaniczna zabawa — idol culture,Integracja,1,"Spontaniczna zabawa — idol culture is a nostalgic integracja for cosplayers looking for practical ideas. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Spontaniczna zabawa — idol culture: reserve the first row for helpers; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Future Brand Technician with 10 years of community experience and 23 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-09 09:00:02,Manga Atelier,Koncert: idol culture,Koncert,90 min,"Koncert: idol culture is a energetic koncert for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Koncert: idol culture: reserve the first row for helpers; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Internal Directives Assistant with 2 years of community experience and 16 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-10 19:54:37,Alek42,Open tournament — fandom online,Turniej,1,"Open tournament — fandom online is a beginner-friendly turniej for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — fandom online: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Internal Assurance Specialist with 4 years of community experience and 15 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-22 10:35:45,Cosplay Lab,Warsztaty: Genshin lore,Warsztaty,1,"Warsztaty: Genshin lore is a nostalgic warsztaty for players who enjoy chaotic quizzes. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztaty: Genshin lore: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Future Response Technician with 3 years of community experience and 4 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-11 10:54:10,Cleora.Greenholt,Turniej: isekai tropes,Turniej,90 min,"Turniej: isekai tropes is a deep-dive turniej for players who enjoy chaotic quizzes. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: isekai tropes: reserve the first row for helpers; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Corporate Intranet Orchestrator with 11 years of community experience and 10 previous fan-event sessions.,3,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-03 14:20:26,Darnell_Mante,Live set — convention survival,Koncert,1,"Live set — convention survival is a nostalgic koncert for people curious about Japanese pop culture. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Live set — convention survival: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Forward Markets Producer with 11 years of community experience and 20 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-24 11:14:59,Godfrey0,Q&A: VTuber fandom,Panel,90 min,"Q&A: VTuber fandom is a nostalgic panel for people curious about Japanese pop culture. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Q&A: VTuber fandom: check projector input before doors open; keep a volunteer nearby for queue control.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Human Markets Developer with 6 years of community experience and 1 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-12 04:58:11,Francis Beahan,Spontaniczna zabawa — Studio Ghibli,Integracja,1,"Spontaniczna zabawa — Studio Ghibli is a energetic integracja for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Spontaniczna zabawa — Studio Ghibli: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Chief Accounts Strategist with 1 years of community experience and 10 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-28 08:53:25,Jaycee Marquardt,Live set — anime muzyka,Koncert,90 min,"Live set — anime muzyka is a energetic koncert for fans of seasonal anime. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Live set — anime muzyka: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Product Solutions Associate with 7 years of community experience and 7 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-03 18:47:02,Brigitte Blick,Open tournament — rhythm games,Turniej,1,"Open tournament — rhythm games is a beginner-friendly turniej for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — rhythm games: keep a short microphone test before start; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Lead Factors Developer with 6 years of community experience and 16 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-08 07:30:16,Katheryn_Spinka,Turniej: manga shoujo,Turniej,1,"Turniej: manga shoujo is a beginner-friendly turniej for cosplayers looking for practical ideas. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: manga shoujo: check projector input before doors open; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Senior Interactions Designer with 1 years of community experience and 3 previous fan-event sessions.,3,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-02 12:19:01,Reina Draws,nifty przewodnik po isekai tropes,Prelekcja,2,"nifty przewodnik po isekai tropes is a beginner-friendly prelekcja for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for nifty przewodnik po isekai tropes: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Investor Interactions Engineer with 3 years of community experience and 5 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-27 09:39:43,Newton Art,Warsztaty: manga shoujo,Warsztaty,90 min,"Warsztaty: manga shoujo is a beginner-friendly warsztaty for participants who want a relaxed convention break. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztaty: manga shoujo: keep a short microphone test before start; confirm equipment before opening the room.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Customer Division Specialist with 6 years of community experience and 19 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-14 12:19:42,Oliver Chan,Open tournament — manga shoujo,Turniej,1,"Open tournament — manga shoujo is a deep-dive turniej for fans of seasonal anime. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — manga shoujo: leave space near the door for late arrivals; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Dynamic Response Administrator with 6 years of community experience and 17 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-04 19:45:57,Ellsworth Star,Gala: Studio Ghibli,Wydarzenie,90 min,"Gala: Studio Ghibli is a energetic wydarzenie for cosplayers looking for practical ideas. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Gala: Studio Ghibli: reserve the first row for helpers; confirm equipment before opening the room.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,International Markets Associate with 5 years of community experience and 23 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-27 09:09:18,Charlotte42,Bracket battle: makijaż postaci,Turniej,1,"Bracket battle: makijaż postaci is a deep-dive turniej for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: makijaż postaci: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Human Configuration Developer with 5 years of community experience and 21 previous fan-event sessions.,3,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-01 22:17:27,Carmen Parisian,Q&A: rhythm games,Panel,2,"Q&A: rhythm games is a energetic panel for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Q&A: rhythm games: leave space near the door for late arrivals; mark this as low risk for content moderation.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Chief Group Associate with 10 years of community experience and 13 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-10 13:55:03,Noemie_Legros,Integracja: openingi i endingi,Integracja,90 min,"Integracja: openingi i endingi is a nostalgic integracja for players who enjoy chaotic quizzes. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Integracja: openingi i endingi: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,District Brand Facilitator with 1 years of community experience and 18 previous fan-event sessions.,3,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-09 08:41:50,Arturo Quest,Sceniczny set: VTuber fandom,Pokaz,1,"Sceniczny set: VTuber fandom is a beginner-friendly pokaz for cosplayers looking for practical ideas. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: VTuber fandom: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Investor Paradigm Facilitator with 3 years of community experience and 3 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-23 03:18:07,Sedrick.Goyette,Open tournament — retro handheldy,Turniej,90 min,"Open tournament — retro handheldy is a deep-dive turniej for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — retro handheldy: check projector input before doors open; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,District Configuration Executive with 7 years of community experience and 24 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-03 19:03:11,Cosplay Guild,Wydarzenie specjalne: origami i crafts,Wydarzenie,1,"Wydarzenie specjalne: origami i crafts is a beginner-friendly wydarzenie for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Wydarzenie specjalne: origami i crafts: check projector input before doors open; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Chief Configuration Designer with 12 years of community experience and 24 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-07 13:56:54,Lorena5,Warsztaty: polski dubbing,Warsztaty,1,"Warsztaty: polski dubbing is a lightly competitive warsztaty for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztaty: polski dubbing: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Legacy Quality Administrator with 10 years of community experience and 21 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-05 22:09:42,Magnolia Dach,Spotkanie z fanami — convention survival,Panel,2,"Spotkanie z fanami — convention survival is a energetic panel for players who enjoy chaotic quizzes. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Spotkanie z fanami — convention survival: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,niedziela (01/10) 9:00 - 12:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Legacy Optimization Strategist with 3 years of community experience and 12 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-07 02:58:50,Helen_Wiza,Turniej: retro handheldy,Turniej,1,"Turniej: retro handheldy is a nostalgic turniej for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: retro handheldy: keep a short microphone test before start; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Customer Factors Designer with 12 years of community experience and 15 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-16 21:47:07,Anime Guild,Gala: idol culture,Wydarzenie,1,"Gala: idol culture is a beginner-friendly wydarzenie for participants who want a relaxed convention break. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Gala: idol culture: keep a short microphone test before start; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,International Mobility Specialist with 6 years of community experience and 3 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-20 02:25:30,Jadon Art,Open tournament — polski dubbing,Turniej,2,"Open tournament — polski dubbing is a nostalgic turniej for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — polski dubbing: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Lead Usability Director with 3 years of community experience and 17 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-25 07:38:29,Michael.Purdy45,Open tournament — Studio Ghibli,Turniej,90 min,"Open tournament — Studio Ghibli is a beginner-friendly turniej for participants who want a relaxed convention break. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — Studio Ghibli: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Direct Program Executive with 9 years of community experience and 15 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-16 07:31:41,Moon Crew,Sceniczny set: anime sezonu,Pokaz,1,"Sceniczny set: anime sezonu is a beginner-friendly pokaz for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: anime sezonu: keep a short microphone test before start; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Forward Quality Liaison with 9 years of community experience and 5 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-04 07:26:20,Steve_Hartmann,concrete przewodnik po cosplay od podstaw,Prelekcja,1,"concrete przewodnik po cosplay od podstaw is a deep-dive prelekcja for participants who want a relaxed convention break. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for concrete przewodnik po cosplay od podstaw: keep a short microphone test before start; avoid placing another loud event next door.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Global Metrics Facilitator with 10 years of community experience and 3 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-03 12:01:00,Pixel Crew,Live demo — Genshin lore,Pokaz,1,"Live demo — Genshin lore is a lightly competitive pokaz for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Live demo — Genshin lore: prepare a visible queue line; confirm equipment before opening the room.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Human Paradigm Analyst with 7 years of community experience and 23 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-04 10:22:31,Yesenia81,Bracket battle: retro handheldy,Turniej,1,"Bracket battle: retro handheldy is a lightly competitive turniej for people curious about Japanese pop culture. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: retro handheldy: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Lead Infrastructure Coordinator with 2 years of community experience and 17 previous fan-event sessions.,3,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-12 04:28:58,Burley Quest,Open tournament — convention survival,Turniej,1,"Open tournament — convention survival is a deep-dive turniej for cosplayers looking for practical ideas. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — convention survival: keep a short microphone test before start; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Investor Integration Orchestrator with 11 years of community experience and 6 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
